ts_iso,device,sound_raw,sound_adj,ts_ms_device
2025-10-30T04:43:22.931502,esp32-sound,66,16,4865751
2025-10-30T04:43:25.593743,esp32-sound,66,16,4868209
2025-10-30T04:43:28.049411,esp32-sound,66,16,4870878
2025-10-30T04:43:30.609533,esp32-sound,66,16,4873328
2025-10-30T04:43:32.965963,esp32-sound,66,16,4875894
2025-10-30T04:43:35.554932,esp32-sound,66,16,4878247
2025-10-30T04:43:38.083680,esp32-sound,66,16,4880905
2025-10-30T04:43:40.652347,esp32-sound,66,16,4883315
2025-10-30T04:43:43.261350,esp32-sound,66,16,4885923
2025-10-30T04:43:45.763300,esp32-sound,67,17,4888584
2025-10-30T04:43:48.423509,esp32-sound,66,16,4891048
2025-10-30T04:43:51.293537,esp32-sound,66,16,4893808
2025-10-30T04:43:53.755086,esp32-sound,66,16,4896574
2025-10-30T04:43:56.213785,esp32-sound,66,16,4899034
2025-10-30T04:43:58.670947,esp32-sound,67,17,4901484
2025-10-30T04:44:01.231958,esp32-sound,67,17,4903948
2025-10-30T04:44:04.233863,esp32-sound,66,16,4906927
2025-10-30T04:44:07.105497,esp32-sound,66,16,4909577
2025-10-30T04:44:09.823272,esp32-sound,66,16,4912443
2025-10-30T04:44:12.495507,esp32-sound,67,17,4915110
2025-10-30T04:44:14.951359,esp32-sound,65,15,4917768
2025-10-30T04:44:17.406450,esp32-sound,65,15,4920336
2025-10-30T04:44:19.757687,esp32-sound,66,16,4922689
2025-10-30T04:44:22.532650,esp32-sound,66,16,4925044
2025-10-30T04:44:24.985739,esp32-sound,66,16,4927802
2025-10-30T04:44:27.444999,esp32-sound,67,17,4930265
2025-10-30T04:44:29.794500,esp32-sound,66,16,4932724
2025-10-30T04:44:32.366622,esp32-sound,66,16,4935082
2025-10-30T04:44:35.348099,esp32-sound,66,16,4937744
2025-10-30T04:44:38.003082,esp32-sound,66,16,4940710
2025-10-30T04:44:40.649170,esp32-sound,66,16,4943370
2025-10-30T04:44:43.114665,esp32-sound,65,15,4945937
2025-10-30T04:44:45.796084,esp32-sound,65,15,4948489
2025-10-30T04:44:48.336193,esp32-sound,66,16,4951052
2025-10-30T04:44:50.901093,esp32-sound,66,16,4953613
2025-10-30T04:44:53.445279,esp32-sound,66,16,4956279
2025-10-30T04:44:56.109505,esp32-sound,67,17,4958733
2025-10-30T04:44:58.679944,esp32-sound,66,16,4961403
2025-10-30T04:45:01.466467,esp32-sound,65,15,4963956
2025-10-30T04:45:04.005180,esp32-sound,65,15,4966821
2025-10-30T04:45:06.609369,esp32-sound,66,16,4969237
2025-10-30T04:45:09.335240,esp32-sound,65,15,4972041
2025-10-30T04:45:12.109096,esp32-sound,66,16,4974805
2025-10-30T04:45:14.764084,esp32-sound,66,16,4977371
2025-10-30T04:45:17.259815,esp32-sound,66,16,4980030
2025-10-30T04:45:19.993808,esp32-sound,67,17,4982591
2025-10-30T04:45:22.538939,esp32-sound,66,16,4985252
2025-10-30T04:45:25.300063,esp32-sound,66,16,4987916
2025-10-30T04:45:28.070326,esp32-sound,66,16,4990581
2025-10-30T04:45:30.626204,esp32-sound,66,16,4993344
2025-10-30T04:45:33.394600,esp32-sound,66,16,4995906
2025-10-30T04:45:35.953146,esp32-sound,66,16,4998677
2025-10-30T04:45:38.551963,esp32-sound,66,16,5001230
2025-10-30T04:45:41.585942,esp32-sound,66,16,5004010
2025-10-30T04:45:44.248024,esp32-sound,66,16,5006967
2025-10-30T04:45:47.022888,esp32-sound,66,16,5009524
2025-10-30T04:45:49.676491,esp32-sound,66,16,5012387
2025-10-30T04:45:52.490200,esp32-sound,66,16,5015052
2025-10-30T04:45:55.539133,esp32-sound,66,16,5017817
2025-10-30T04:45:58.073264,esp32-sound,66,16,5020788
2025-10-30T04:46:00.842740,esp32-sound,66,16,5023350
2025-10-30T04:46:03.496276,esp32-sound,66,16,5026214
2025-10-30T04:46:06.271101,esp32-sound,66,16,5028877
2025-10-30T04:46:08.936257,esp32-sound,66,16,5031744
2025-10-30T04:46:11.916015,esp32-sound,66,16,5034413
2025-10-30T04:46:14.586787,esp32-sound,66,16,5037276
2025-10-30T04:46:17.021791,esp32-sound,66,16,5039837
2025-10-30T04:46:19.731744,esp32-sound,66,16,5042294
2025-10-30T04:46:22.771043,esp32-sound,66,16,5045163
2025-10-30T04:46:26.039076,esp32-sound,65,15,5048131
2025-10-30T04:46:28.801907,esp32-sound,66,16,5051509
2025-10-30T04:46:31.472019,esp32-sound,66,16,5054050
2025-10-30T04:46:34.432916,esp32-sound,66,16,5056933
2025-10-30T04:46:37.188701,esp32-sound,66,16,5059909
2025-10-30T04:46:39.860955,esp32-sound,66,16,5062577
2025-10-30T04:46:42.433071,esp32-sound,66,16,5065125
2025-10-30T04:46:44.979149,esp32-sound,66,16,5067669
2025-10-30T04:46:47.533005,esp32-sound,66,16,5070350
2025-10-30T04:46:50.202965,esp32-sound,66,16,5072810
2025-10-30T04:46:53.539834,esp32-sound,66,16,5075572
2025-10-30T04:46:56.873520,esp32-sound,66,16,5079264
2025-10-30T04:46:59.938202,esp32-sound,67,17,5082434
2025-10-30T04:47:02.389014,esp32-sound,66,16,5085200
2025-10-30T04:47:04.940889,esp32-sound,66,16,5087660
2025-10-30T04:47:07.805380,esp32-sound,66,16,5090219
2025-10-30T04:47:10.376101,esp32-sound,66,16,5093091
2025-10-30T04:47:12.928765,esp32-sound,66,16,5095646
2025-10-30T04:47:15.702874,esp32-sound,66,16,5098306
2025-10-30T04:47:18.148877,esp32-sound,66,16,5101069
2025-10-30T04:47:20.833263,esp32-sound,66,16,5103431
2025-10-30T04:47:23.402178,esp32-sound,66,16,5106191
2025-10-30T04:47:25.936448,esp32-sound,67,17,5108651
2025-10-30T04:47:28.493611,esp32-sound,66,16,5111213
2025-10-30T04:47:31.156498,esp32-sound,66,16,5113771
2025-10-30T04:47:33.711539,esp32-sound,66,16,5116533
2025-10-30T04:47:36.080384,esp32-sound,66,16,5118953
2025-10-30T04:47:38.529665,esp32-sound,65,15,5121300
2025-10-30T04:47:41.092790,esp32-sound,66,16,5123802
2025-10-30T04:47:43.550081,esp32-sound,65,15,5126316
2025-10-30T04:47:46.309797,esp32-sound,66,16,5129025
2025-10-30T04:47:48.663615,esp32-sound,67,17,5131589
2025-10-30T04:47:51.327524,esp32-sound,66,16,5133946
2025-10-30T04:47:53.789446,esp32-sound,66,16,5136556
2025-10-30T04:47:56.665335,esp32-sound,66,16,5139165
2025-10-30T04:47:59.595028,esp32-sound,65,15,5142032
2025-10-30T04:48:02.440493,esp32-sound,66,16,5144998
2025-10-30T04:48:05.055864,esp32-sound,66,16,5147767
2025-10-30T04:48:07.731537,esp32-sound,66,16,5150331
2025-10-30T04:48:10.585260,esp32-sound,66,16,5153097
2025-10-30T04:48:12.932545,esp32-sound,65,15,5155854
2025-10-30T04:48:15.524276,esp32-sound,66,16,5158313
2025-10-30T04:48:18.156559,esp32-sound,66,16,5160876
2025-10-30T04:48:20.821944,esp32-sound,66,16,5163437
2025-10-30T04:48:23.280196,esp32-sound,66,16,5166056
2025-10-30T04:48:25.633699,esp32-sound,67,17,5168556
2025-10-30T04:48:27.992526,esp32-sound,67,17,5170910
2025-10-30T04:48:30.550489,esp32-sound,66,16,5173362
2025-10-30T04:48:32.905858,esp32-sound,66,16,5175828
2025-10-30T04:48:35.582818,esp32-sound,66,16,5178285
2025-10-30T04:48:38.227096,esp32-sound,66,16,5180945
2025-10-30T04:48:40.706706,esp32-sound,66,16,5183505
2025-10-30T04:48:43.144650,esp32-sound,66,16,5185967
2025-10-30T04:48:45.713191,esp32-sound,67,17,5188532
2025-10-30T04:48:48.266837,esp32-sound,66,16,5190992
2025-10-30T04:48:50.859536,esp32-sound,66,16,5193642
2025-10-30T04:48:54.003027,esp32-sound,66,16,5196303
2025-10-30T04:48:57.586509,esp32-sound,66,16,5199482
2025-10-30T04:49:00.149588,esp32-sound,65,15,5202965
2025-10-30T04:49:02.702277,esp32-sound,66,16,5205423
2025-10-30T04:49:05.047927,esp32-sound,66,16,5207981
2025-10-30T04:49:07.517064,esp32-sound,66,16,5210335
2025-10-30T04:49:10.076065,esp32-sound,66,16,5212794
2025-10-30T04:49:12.535988,esp32-sound,66,16,5215304
2025-10-30T04:49:15.097948,esp32-sound,66,16,5217812
2025-10-30T04:49:17.686648,esp32-sound,66,16,5220374
2025-10-30T04:49:20.522333,esp32-sound,66,16,5223032
2025-10-30T04:49:23.083622,esp32-sound,65,15,5225795
2025-10-30T04:49:25.950063,esp32-sound,66,16,5228459
2025-10-30T04:49:28.945575,esp32-sound,66,16,5231331
2025-10-30T04:49:31.806007,esp32-sound,66,16,5234192
2025-10-30T04:49:34.371989,esp32-sound,66,16,5237066
2025-10-30T04:49:37.048324,esp32-sound,65,15,5239625
2025-10-30T04:49:39.569669,esp32-sound,67,17,5242385
2025-10-30T04:49:42.218863,esp32-sound,66,16,5244786
2025-10-30T04:49:44.906537,esp32-sound,67,17,5247614
2025-10-30T04:49:47.659527,esp32-sound,66,16,5250171
2025-10-30T04:49:50.148436,esp32-sound,66,16,5252931
2025-10-30T04:49:52.780630,esp32-sound,66,16,5255494
2025-10-30T04:49:55.359919,esp32-sound,66,16,5258057
2025-10-30T04:49:57.796612,esp32-sound,66,16,5260716
2025-10-30T04:50:00.585646,esp32-sound,66,16,5263180
2025-10-30T04:50:03.325207,esp32-sound,66,16,5266040
2025-10-30T04:50:05.977526,esp32-sound,66,16,5268708
2025-10-30T04:50:08.537472,esp32-sound,66,16,5271266
2025-10-30T04:50:11.115865,esp32-sound,66,16,5273827
2025-10-30T04:50:14.020902,esp32-sound,65,15,5276492
2025-10-30T04:50:16.640254,esp32-sound,66,16,5279356
2025-10-30T04:50:18.993381,esp32-sound,66,16,5281856
2025-10-30T04:50:21.522320,esp32-sound,66,16,5284274
2025-10-30T04:50:24.112622,esp32-sound,67,17,5286832
2025-10-30T04:50:26.810308,esp32-sound,66,16,5289393
2025-10-30T04:50:29.243007,esp32-sound,66,16,5292052
2025-10-30T04:50:31.795658,esp32-sound,66,16,5294612
2025-10-30T04:50:34.357046,esp32-sound,66,16,5297073
2025-10-30T04:50:36.944831,esp32-sound,66,16,5299632
2025-10-30T04:50:39.474392,esp32-sound,66,16,5302292
2025-10-30T04:50:42.034805,esp32-sound,66,16,5304752
2025-10-30T04:50:44.686825,esp32-sound,66,16,5307313
2025-10-30T04:50:47.668658,esp32-sound,67,17,5310216
2025-10-30T04:50:50.535496,esp32-sound,66,16,5313253
2025-10-30T04:50:53.196643,esp32-sound,66,16,5315812
2025-10-30T04:50:55.914971,esp32-sound,66,16,5318571
2025-10-30T04:50:58.521654,esp32-sound,65,15,5321344
2025-10-30T04:51:00.880774,esp32-sound,66,16,5323801
2025-10-30T04:51:03.336539,esp32-sound,66,16,5326151
2025-10-30T04:51:05.995961,esp32-sound,66,16,5328611
2025-10-30T04:51:08.659307,esp32-sound,66,16,5331374
2025-10-30T04:51:11.303346,esp32-sound,66,16,5333934
2025-10-30T04:51:14.025944,esp32-sound,67,17,5336698
2025-10-30T04:51:16.822782,esp32-sound,66,16,5339363
2025-10-30T04:51:19.304172,esp32-sound,66,16,5342177
2025-10-30T04:51:21.663925,esp32-sound,66,16,5344583
2025-10-30T04:51:24.017497,esp32-sound,66,16,5346879
2025-10-30T04:51:26.372693,esp32-sound,66,16,5349299
2025-10-30T04:51:29.039503,esp32-sound,67,17,5351756
2025-10-30T04:51:31.597873,esp32-sound,66,16,5354315
2025-10-30T04:51:34.158460,esp32-sound,66,16,5356876
2025-10-30T04:51:36.725419,esp32-sound,66,16,5359436
2025-10-30T04:51:39.264697,esp32-sound,66,16,5361996
2025-10-30T04:51:41.837633,esp32-sound,66,16,5364557
2025-10-30T04:51:44.507456,esp32-sound,65,15,5367065
2025-10-30T04:51:47.090764,esp32-sound,66,16,5369788
2025-10-30T04:51:49.728511,esp32-sound,66,16,5372439
2025-10-30T04:51:52.637071,esp32-sound,66,16,5374998
2025-10-30T04:51:55.222263,esp32-sound,66,16,5377978
2025-10-30T04:51:57.817450,esp32-sound,66,16,5380550
2025-10-30T04:52:00.783425,esp32-sound,66,16,5383090
2025-10-30T04:52:03.647815,esp32-sound,65,15,5386090
2025-10-30T04:52:06.006879,esp32-sound,66,16,5388929
2025-10-30T04:52:08.567008,esp32-sound,66,16,5391285
2025-10-30T04:52:11.226990,esp32-sound,67,17,5393839
2025-10-30T04:52:13.812755,esp32-sound,66,16,5396502
2025-10-30T04:52:16.454565,esp32-sound,65,15,5399171
2025-10-30T04:52:18.960776,esp32-sound,65,15,5401727
2025-10-30T04:52:21.472931,esp32-sound,67,17,5404286
2025-10-30T04:52:23.823063,esp32-sound,66,16,5406746
2025-10-30T04:52:26.384160,esp32-sound,66,16,5409097
2025-10-30T04:52:28.942981,esp32-sound,66,16,5411661
2025-10-30T04:52:31.505385,esp32-sound,66,16,5414221
2025-10-30T04:52:34.175089,esp32-sound,66,16,5416782
2025-10-30T04:52:36.730522,esp32-sound,65,15,5419444
2025-10-30T04:52:39.183542,esp32-sound,66,16,5422013
2025-10-30T04:52:41.639001,esp32-sound,66,16,5424463
2025-10-30T04:52:44.222717,esp32-sound,66,16,5426919
2025-10-30T04:52:46.642900,esp32-sound,66,16,5429585
2025-10-30T04:52:49.321464,esp32-sound,66,16,5432038
2025-10-30T04:52:51.873895,esp32-sound,66,16,5434600
2025-10-30T04:52:54.589873,esp32-sound,65,15,5437159
2025-10-30T04:52:57.002837,esp32-sound,66,16,5439922
2025-10-30T04:52:59.620489,esp32-sound,66,16,5442281
2025-10-30T04:53:02.223203,esp32-sound,66,16,5444939
2025-10-30T04:53:04.989768,esp32-sound,66,16,5447709
2025-10-30T04:53:07.532798,esp32-sound,66,16,5450267
2025-10-30T04:53:10.010633,esp32-sound,66,16,5452926
2025-10-30T04:53:12.364369,esp32-sound,66,16,5455286
2025-10-30T04:53:14.806968,esp32-sound,66,16,5457641
2025-10-30T04:53:17.278861,esp32-sound,66,16,5460098
2025-10-30T04:53:20.170939,esp32-sound,66,16,5462554
2025-10-30T04:53:22.874473,esp32-sound,66,16,5465526
2025-10-30T04:53:25.466462,esp32-sound,65,15,5468184
2025-10-30T04:53:28.035994,esp32-sound,65,15,5470747
2025-10-30T04:53:30.480336,esp32-sound,67,17,5473306
2025-10-30T04:53:33.048731,esp32-sound,66,16,5475766
2025-10-30T04:53:35.507486,esp32-sound,67,17,5478275
2025-10-30T04:53:38.122492,esp32-sound,66,16,5480784
2025-10-30T04:53:40.623985,esp32-sound,66,16,5483442
2025-10-30T04:53:43.083256,esp32-sound,66,16,5485903
2025-10-30T04:53:45.543731,esp32-sound,66,16,5488297
2025-10-30T04:53:48.097498,esp32-sound,66,16,5490819
2025-10-30T04:53:50.764275,esp32-sound,66,16,5493379
2025-10-30T04:53:53.119598,esp32-sound,66,16,5496038
2025-10-30T04:53:55.679222,esp32-sound,66,16,5498399
2025-10-30T04:53:58.340499,esp32-sound,67,17,5501056
2025-10-30T04:54:00.799990,esp32-sound,66,16,5503616
2025-10-30T04:54:03.663765,esp32-sound,66,16,5506078
2025-10-30T04:54:06.227154,esp32-sound,66,16,5508946
2025-10-30T04:54:08.582956,esp32-sound,66,16,5511463
2025-10-30T04:54:11.150367,esp32-sound,66,16,5513861
2025-10-30T04:54:13.912818,esp32-sound,65,15,5516520
2025-10-30T04:54:16.262017,esp32-sound,66,16,5519184
2025-10-30T04:54:18.719817,esp32-sound,66,16,5521541
2025-10-30T04:54:21.408588,esp32-sound,66,16,5523999
2025-10-30T04:54:23.943452,esp32-sound,66,16,5526656
2025-10-30T04:54:26.603120,esp32-sound,67,17,5529168
2025-10-30T04:54:28.961237,esp32-sound,66,16,5531829
2025-10-30T04:54:31.625410,esp32-sound,67,17,5534236
2025-10-30T04:54:34.400076,esp32-sound,67,17,5536899
2025-10-30T04:54:36.947676,esp32-sound,66,16,5539659
2025-10-30T04:54:39.821269,esp32-sound,66,16,5542534
2025-10-30T04:54:42.855043,esp32-sound,66,16,5545291
2025-10-30T04:54:45.330908,esp32-sound,66,16,5548162
2025-10-30T04:54:47.679695,esp32-sound,66,16,5550622
2025-10-30T04:54:50.160983,esp32-sound,66,16,5552978
2025-10-30T04:54:52.721822,esp32-sound,66,16,5555533
2025-10-30T04:54:55.480173,esp32-sound,66,16,5558095
2025-10-30T04:54:57.946905,esp32-sound,66,16,5560758
2025-10-30T04:55:00.503679,esp32-sound,66,16,5563218
2025-10-30T04:55:02.958808,esp32-sound,66,16,5565777
2025-10-30T04:55:05.511480,esp32-sound,66,16,5568274
2025-10-30T04:55:08.074767,esp32-sound,66,16,5570895
2025-10-30T04:55:10.638009,esp32-sound,66,16,5573357
2025-10-30T04:55:13.197551,esp32-sound,66,16,5575914
2025-10-30T04:55:15.759854,esp32-sound,65,15,5578575
2025-10-30T04:55:18.644795,esp32-sound,66,16,5581035
2025-10-30T04:55:21.405336,esp32-sound,66,16,5584205
2025-10-30T04:55:24.155781,esp32-sound,66,16,5586767
2025-10-30T04:55:26.926260,esp32-sound,66,16,5589530
2025-10-30T04:55:29.409452,esp32-sound,66,16,5592194
2025-10-30T04:55:32.040707,esp32-sound,66,16,5594754
2025-10-30T04:55:34.702517,esp32-sound,67,17,5597318
2025-10-30T04:55:37.466848,esp32-sound,66,16,5600079
2025-10-30T04:55:39.920125,esp32-sound,66,16,5602742
2025-10-30T04:55:42.176712,esp32-sound,66,16,5605142
2025-10-30T04:55:44.821115,esp32-sound,66,16,5607455
2025-10-30T04:55:47.736790,esp32-sound,66,16,5610115
2025-10-30T04:55:50.064924,esp32-sound,66,16,5612991
2025-10-30T04:55:52.505637,esp32-sound,67,17,5615292
2025-10-30T04:55:55.183475,esp32-sound,66,16,5617798
2025-10-30T04:55:57.635035,esp32-sound,66,16,5620461
2025-10-30T04:56:00.407681,esp32-sound,66,16,5622920
2025-10-30T04:56:02.856829,esp32-sound,66,16,5625680
2025-10-30T04:56:05.220884,esp32-sound,66,16,5628140
2025-10-30T04:56:07.572032,esp32-sound,66,16,5630507
2025-10-30T04:56:10.135354,esp32-sound,66,16,5632853
2025-10-30T04:56:12.686622,esp32-sound,66,16,5635411
2025-10-30T04:56:15.053170,esp32-sound,66,16,5637911
2025-10-30T04:56:17.415162,esp32-sound,65,15,5640324
2025-10-30T04:56:19.759445,esp32-sound,67,17,5642684
2025-10-30T04:56:22.118145,esp32-sound,66,16,5645039
2025-10-30T04:56:24.676363,esp32-sound,66,16,5647394
2025-10-30T04:56:27.232290,esp32-sound,66,16,5649953
2025-10-30T04:56:29.801479,esp32-sound,66,16,5652513
2025-10-30T04:56:32.665711,esp32-sound,66,16,5655172
2025-10-30T04:56:35.273825,esp32-sound,66,16,5657885
2025-10-30T04:56:37.920932,esp32-sound,66,16,5660598
2025-10-30T04:56:40.445773,esp32-sound,66,16,5663162
2025-10-30T04:56:43.260538,esp32-sound,65,15,5665722
2025-10-30T04:56:45.802411,esp32-sound,67,17,5668586
2025-10-30T04:56:48.227179,esp32-sound,66,16,5671147
2025-10-30T04:56:51.505421,esp32-sound,66,16,5673609
2025-10-30T04:56:54.894578,esp32-sound,66,16,5676881
2025-10-30T04:56:57.745200,esp32-sound,66,16,5680466
2025-10-30T04:57:00.312373,esp32-sound,66,16,5683128
2025-10-30T04:57:02.973693,esp32-sound,66,16,5685799
2025-10-30T04:57:06.339220,esp32-sound,66,16,5688253
2025-10-30T04:57:09.121178,esp32-sound,66,16,5691832
2025-10-30T04:57:11.883689,esp32-sound,66,16,5694395
2025-10-30T04:57:14.338207,esp32-sound,66,16,5697160
2025-10-30T04:57:16.913692,esp32-sound,66,16,5699719
2025-10-30T04:57:19.563463,esp32-sound,66,16,5702227
2025-10-30T04:57:22.123421,esp32-sound,66,16,5704840
2025-10-30T04:57:24.785129,esp32-sound,65,15,5707631
2025-10-30T04:57:27.757809,esp32-sound,66,16,5710062
2025-10-30T04:57:30.570823,esp32-sound,66,16,5713030
2025-10-30T04:57:33.188558,esp32-sound,66,16,5715896
2025-10-30T04:57:35.746032,esp32-sound,66,16,5718460
2025-10-30T04:57:38.414831,esp32-sound,66,16,5721120
2025-10-30T04:57:41.178748,esp32-sound,66,16,5723782
2025-10-30T04:57:43.886553,esp32-sound,66,16,5726448
2025-10-30T04:57:46.701531,esp32-sound,66,16,5729217
2025-10-30T04:57:49.056051,esp32-sound,66,16,5731977
2025-10-30T04:57:51.761171,esp32-sound,66,16,5734337
2025-10-30T04:57:54.485373,esp32-sound,66,16,5737094
2025-10-30T04:57:56.946085,esp32-sound,66,16,5739757
2025-10-30T04:57:59.577657,esp32-sound,66,16,5742217
2025-10-30T04:58:02.481045,esp32-sound,66,16,5744977
2025-10-30T04:58:05.030545,esp32-sound,66,16,5747749
2025-10-30T04:58:08.176879,esp32-sound,66,16,5750307
2025-10-30T04:58:11.293626,esp32-sound,66,16,5753582
2025-10-30T04:58:14.047810,esp32-sound,66,16,5756556
2025-10-30T04:58:16.551339,esp32-sound,66,16,5759276
2025-10-30T04:58:19.267956,esp32-sound,66,16,5762087
2025-10-30T04:58:22.256106,esp32-sound,65,15,5764641
2025-10-30T04:58:24.896237,esp32-sound,65,15,5767610
2025-10-30T04:58:27.838275,esp32-sound,66,16,5770173
2025-10-30T04:58:30.324105,esp32-sound,66,16,5773139
2025-10-30T04:58:32.937238,esp32-sound,66,16,5775600
2025-10-30T04:58:35.813548,esp32-sound,66,16,5778260
2025-10-30T04:58:39.243465,esp32-sound,65,15,5781126
2025-10-30T04:58:42.110459,esp32-sound,66,16,5784718
2025-10-30T04:58:44.836519,esp32-sound,65,15,5787475
2025-10-30T04:58:47.908857,esp32-sound,66,16,5790247
2025-10-30T04:58:50.601907,esp32-sound,65,15,5793316
2025-10-30T04:58:53.773709,esp32-sound,66,16,5795974
2025-10-30T04:58:56.347362,esp32-sound,66,16,5799053
2025-10-30T04:58:59.407805,esp32-sound,66,16,5801710
2025-10-30T04:59:02.036310,esp32-sound,66,16,5804687
2025-10-30T04:59:04.529793,esp32-sound,66,16,5807344
